M_ItemCode;M_ItemDesc;ItemType;ItemGroup;ItemCategoryID;ItemCategoryName;BaseUoM;SalesUOM;PurchaseUOM
1130309786;DENGUE VIRUS IgG ELISA DEMEDITEC - DENG0120;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309779;ELECSYS ANTI TSHR  (  E PACK GREEN )  E 801 / 300  TES  - 8496633190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309879;ALINITY I ANTI HCV CALIBRATOR  - 8P06.02 ;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309880;ALINITY I ANTI HCV CONTROL  - 8P06.11 ;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309884;CARDIAC MARKER CONTROL FD LEVEL 1 & 2 - NANTO ENTEK ( FIC-CMFD );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309792;"ELECSYS TSH CALSET ( 4 X 1,3 ML )  -  8443459190";ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309898;ELECSYS ANTI HAV - 8086664190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309899;ELECSYS PRECI CONTROL ANTI HAV  - 8086672190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309900;ELECSYS AMH PLUS E2G 100 TEST - 8818916190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309901;ELECSYS AMH PLUS CALSET - 7957203190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309902;ELECSYS PRECI CONTROL AMH PLUS - 7957211190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309903;ELECSYS ® TG II E2 G 300 TEST - 8906564190 ;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309904;ELECSYS TG II G2 CALSET ELECSYS ® V2 - 8991405190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309905;ELECSYS B CROSS LAPS E2G - 9005781190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309906;ELECSYS BRAHMS PCT - 8828679190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309951;ELECSYS VITAMIN D TOTAL III E2G 300 T - 9038086190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139800968;ARC TBG /SN/TP WZ - 8C94.90;ST_IMMUN;ST_CR;2;Inventaris;PCS;PCS;PCS
1130309953;HERPES SIMPLEX VIRUS ( HSV - 1/2 POOL ) IgM   EUROIMMUN  - EL 2531-9601-1M;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139800915;HELIFORCE UREA BREATH TEST KIT  ( GRANUL ) - UBT 1140.012;ST_IMMUN;ST_IMUNO;1;Persediaan;PCS;BOX;BOX
1130310016;DENGUE COMBO RAPID TEST ( IgG / IgM / NS 1 )  BIOPANDA UK -  RAPG-DEC-001;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310026;AIM HAV TRIPLELINE TOTAL RAPID TEST ( IgG / IgM ) - HATD0025;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309943;ARCH HS TROPONIN I CONTROL - 3P25.11;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139800969;PROBE NEXT R KIT  - 3R87.10;ST_IMMUN;ST_CR;2;Inventaris;PCS;PCS;PCS
1130310012;HIV - 1/2  ANTIBODY  RAPID TEST ( 25 T )  -  GENOMIC ;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310030;ARCH RUBELLA IgG 100 T - 6C17.26;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310031;ARCH RUBELLA IgM CONTROL - 6C18.13;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310032;QC TB - IGRA LEVEL 1;ST_IMMUN;ST_IMUNO;2;Inventaris;VIAL;VIAL;VIAL
1130309770;ELECSYS PRECI CONTROL ANTI SARS COV-2 S ( QUANT )  -  9289313190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310010;FAST CLEAR Q NS 1 Ag TEST - FCQ-DNS01G;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309931;ELECSYS TESTOSTERON G2 COBAS E 100 V2 - 8946353190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309937;ELECSYS DILUENT ESTRADIOL / PROGESTERON - 03028542122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309994;INTERSKALA  COVID 19 ( SARS -CoV - 2 ) ANTIGEN TEST KIT COLLOIDAL GOLD 25 T  ( NASOFARING SWAB );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310019;TB IGRA 28 T  CMT 0102 - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310020;SUBSTRATE  100 ML X 2 ( 1 SET ) - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310021;WASHING SOLUTION 500 ML - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130310022;SAMPLE DILUENT 250 ML - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130310023;SYSTEM WASHING 25 ML - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130310024;QC TB IGRA - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139801013;SAMPLE CUP 500 - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;BOX;BOX;BOX
1139801012;REACTION VESSEL 1000 - AUTOBIO;ST_IMMUN;ST_IMUNO;2;Inventaris;BOX;BOX;BOX
1130309907;COVID 19 Ag TEST STANDART Q - SD BIOSENSOR ( Q - NCOV - 01G );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309941;BRAHMS sFlt - 1 KRYPTOR- QC  ( BR 84592 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309940;BRAHMS sFlt - 1 KRYPTOR  075  REAGENT  ( BR 845.075 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309942;BRAHMS sFlt - 1 KRYPTOR - Cal  ( BR 84591 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309971;ELECSYS AFP E2G 300 V2 - 9015124190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309983;H. PYLORI ANTIGEN TEST CARD 25 T BOSSON - KAT.1003C4;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309867;ASO LATEX FORTRESS 50 TEST - LXASO50;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309868;ASO LATEX FORTRESS 100 TEST - LXASO100;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309869;RPR PLASMA REAGEN FORTRESS 50 TEST - SYRPR50;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309870;RPR PLASMA REAGEN FORTRESS 100 TEST - SYRPR100;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309882;ARCHITECH HTLV I / II  CALIBRATOR - 6L61.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309812;ELECSYS IL - 6 EG2 ( 100 TES ) - 9015612190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309802;ELECSYS IL - 6   ( 5109442190 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309803;ELECSYS IL - 6 CALLSET ( 5109469190 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309811;ELECSYS IL - 6  COBAS E 100 V2  ( 9015604190 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309878;VIDAS HS TROPONIN I 60 TEST ( 15386 );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;KIT;KIT
1130309932;ELECSYS CYFRA 21 - 1 - 11820966122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309933;ELECSYS CYFRA CALSET - 11820974322;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309934;ELECSYS IGF 1 E2G - 7475918190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309935;ELECSYS IGF - 1 CALSET - 747596190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309936;ELECSYS PRECI CONTROL GROWTH - 7476108190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309938;ARCHITECH SHBG REAGEN KIT 100 T - 08K26.25;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309939;ARCHITECH SHBG CALS - 8K26.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309756;ELECSYS DILUENT UNIVERSAL 2 - 0519243190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309835;CRP LATEX  100  TEST - FORTRESS  ( LXCRP100 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309855;ARCH TOXO AVIDITY CAL/CTRL 2022-05-31 ( 6L37.11 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309777;COVID - 19 ANTIGEN RAPID TEST ACRO BIOTECH CAT. ACO 502;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309856;ARCH TOXO AVIDITY REAGENT 2022-07-20 ( 6L37.25 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309749;ALINITY I STAT HIGH SENSITIVE TROPONIN I 200 T - 8P13.24;REAGEN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309984;m - PIMA HIV -½  VL CATRIDGE  9 ( IVD ) - 270150050;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309788;ALINITY I SARS-COV-2 IgG II QUANT CALIBRATOR - 6S61.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309789;ALINITY I SARS-COV-2 IgG II  QUANT CONTROL - 6S61.12;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309982;VIDAS NT PRO BNP  60 T  ( 30458 ) ;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310035;ELECSYS PRECI CONTROL VITAMIN D TOTAL III 6 X 1 ML - 9038124190 ;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;KIT
1130309826;CRP LATEX  50 TEST - FORTRESS  ( LXCRP050 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309975;HUMAN A-GHRL ( ACYLATED GHRELIN ) ELISA KIT ELABSCIENCE - CAT : E-EL-H2002;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309836;RF LATEX  50 TEST - FORTRESS ;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309838;TPHA LATEX 100 TEST -  FORTRESS;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309837;TPHA LATEX 50 TEST - FORTRESS;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309813;RF LATEX TEST - FORTRESS - 100 TEST - CAT. LXRF0100;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130310025;HUMAN IL-1B ELISA KIT - E-EL- H0149  (  ELABSCIENSE );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309967;TB IGRA KIT ICHROMA II;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309747;ALINITY I STAT HIGH SENSITIVE TROPONIN I CALIBRATOR - 8P13.01;REAGEN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309748;ALINITY I STAT HIGH SENSITIVE TROPONIN I CONTROL - 8P13.010;REAGEN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309985;DET TB LAM Ag 25 T - 7D2741;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310013;IGRA - TB  CONTROL 1 ml X 3  BODITECH ( REFF.CFPO-294 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309958;ROCHE CARDIAC IQC ( COBAS ) - 4880668190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310017;VIROCLEAR ( 1 X 5 ML ) - CAT 00106;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310018;ASSAYED VIROTROL I - F ( 1 X 5 ML ) - CAT 00110A;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309966;ELECSYS TESTOSTERON G2- E2G ( 300 V2 ) - 8946370190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309974;ELECSYS PRE CLEAN M G2 2 X 2 L ELECSYS E2 G - 6908853214;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOX
1130309860;COBAS CRP GEN 4  ( 250 TEST ) - 7876033190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309861;ELECSYS ANTI - SARS COV 2 CALSET - 9289291190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130500808;TAQPATH COVID 19 PR PCR COMBO KIT;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309970;ICROMAX™  - IGRA - TB 25 ( CFPC - 8 6- 1 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309976;CONTROL WIDAL NEGATIF;ST_IMMUN;ST_IMUNO;2;Inventaris;VIAL;VIAL;VIAL
1130310014;CONTROL VIRATROL ( REF. AT-474-543 ) - SYSMEX;ST_IMMUN;ST_IMUNO;2;Inventaris;VIAL;VIAL;KIT
1130309962;HSV 1 IgM ELISA DEMEDITEC 96 T - CAT : DEHS103;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309965;HSV 2 IgG ELISA DEMEDITEC 96 T - CAT : DEHS201;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309964;HSV 1 IgG ELISA DEMEDITEC 96 T - CAT : DEHS101;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309963;HSV 2 IgM ELISA DEMEDITEC 96 T - CAT : DEHS203;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309972;RAPID HbS Ab  40 TEST -  WONDFO;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309858;ARCH SARS COV - 2 IgM CONTROL - 6R86.12;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309969;ANTI ds DNA IgG  ALEGRIA - ORG 204G-24;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310011;GA ANA HEP2 PLUS ( ANA IF )  120 TEST - REF 8101 ;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309851;TINA QUANT D-DIMER GEN 2 COBAS INTEGRA - 04912551 190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309852;D-DIMER GEN.2 CONTROL I / II - 05050936 190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309853;D-DIMER GEN.2 CALIBRATOR SET - 05050901 190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309977;ARCHITECT HBE AG QUANTITATIVE CALIBRATOR - 7P24.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309978;ARCHITECT HBE AG QUANTITATIVE CONTROL - 7P24.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309979;ELECSYS FREE PSA E2G ( 300 T )  - 8828610190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309980;ELECSYS FREE PSA CALSET - 8851964190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309981;ELECSYS PSA E2G ( 300 T ) - 8791732190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309726;ARCH T UPTAKE CONTROL - 2K48.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309760;ARCH HS TROPONIN I CALIBRATOR  - 3P25.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309766;SARS-COV-2 RAPID TEST ANTIGEN TEST  ( EN ) ROCHE - 9327592190;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309732;ELECSYS ANTI HBS II 300 T - 8498610190 ( E 801 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309840;WIDAL SET;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;SET
1130309740;ARCHITECH  SARS - COV 2 IgM 100 TEST ( 6R87.22 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309725;ARCHITECH HTLV I / II  REAGEN KIT 100 T - 6L61.25;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309718;ARCHITECH  SARS - COV 2 IgG 100 TEST  ( 6R86.22 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309791;FREND D-DIMER KIT  - FRDD 025;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309809;ROCHE CARDIAC CONTROL PRO BNP ( COBAS h232 ) - 4890493190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130200867;SAMPLE CLEANER 1 - COBAS C  - 59 ML - 4708725190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139901857;KERTAS HASIL LAB PROLANIS;ST_IMMUN;ST_IMUNO;2;Inventaris;BOX;BOX;BOX
1130309721;FREND COVID - 19 IgG /IgM Duo  ( FRCOD020 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309839;DENGUE DUO IgG & IgM BIOLINE 25 TEST;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130200884;ARCH. AMYLASE - 7D58.21;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309800;ELECSYS LH CALLSET - 3561097190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309799;ELECSYS LH - 11732234122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309857;COVID - 19 ANTIGEN PROMEDS;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;TEST
1130309989;ELECSYS PIVKA - II ( 100 T )  - 8333602190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309990;ELECSYS PIVKA II CALSET ( 4 X 1 ML  ) - 8333637190;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;KIT
1130309991;PRECI CONTROL HCC ( 4 X 1 ML ) - 8333645190;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;KIT
1130309841;VIDAS TSH 3 ( 30441 ) - 60 TEST;"";ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309843;ELECSYS BRAHMS PCT 100 T - 08828644190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309854;COVID - 19 RAPID TEST ANTIGEN - CLUNGENE;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;TEST
1130309986;RPR 150 TEST - DIALAB ;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309987;ELECSYS ANTI HCV G2 - COBAS e 100 V2 - 8836981190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309774;H.PYLORI STOLL ANTIGEN 25 TEST - BIOCARE;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309842;ASTO  100 TEST - AIM;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130400530;"BUFFER 7,2 ( 500 ML )";ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130309832;ABBOTT BIOQUICK ™ SWAB TEST COVID 19 Ag NASAL;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309831;ABBOTT BIOQUICK ™ SWAB TEST COVID 19 Ag NASOFARING;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130500795;SARS COV 2 RNA DETECTION Catridge Kit for AIGS System;ST_IMMUN;ST_MD;2;Inventaris;KIT;KIT;KIT
1130309830;DENGUE RAPID TEST CASSETTE ACRO 25 TEST ( IDEN - 402 );ST_IMMUN;ST_UMUM;1;Persediaan;TEST;TEST;TEST
1130309820;VIDAS TESTOSTERON ( 34320 ) ;ST_IMMUN;ST_IMUNO;1;Persediaan;STRIP;STRIP;KIT
1130309794;VIDAS ANTI TPO ( 30461 ) - 30 TEST;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309790;ALINITY I SARS - COV 2 IgG II QUANT RGT 200 T - 6S61.22;ST_IMMUN;ST_IMUNO;2;Inventaris;CATRIDGE;CATRIDGE;KIT
1130309771;ALEGRIA ANTI CCP hs ( HIGH SENSITIVE ) - CAT ORG 3014;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309793;ABBOTT PANBIO Ag COVID 19  RAPID TEST DEVICE  -  NASAL ( 41 FK11 );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;TEST
1130309734;ABBOTT PANBIO Ag COVID 19  RAPID TEST DEVICE  -  NASOFARING  ( 41 FK10 );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;TEST
1130309784;ARCHITECH  SARS - COV 2 IgG II QUANT 100 T  ( 6S60.22 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309834;ENTAMOEBA  H. IgG  NOVATEC  - Cat : ENTG0140;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309821;HIV COMBO ALERE ™ - REF.7D2843 ( 100 TEST );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309782;ARCHITECH  SARS - COV 2 IgG II QUANT CALIBRATOR ( 6S60.02 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309859;COVID 19 Ag NASAL  ( FAST CLEAR Q )  - STANDART BIOSENSOR;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309862;COVID 19 Ag NASO ( FAST CLEAR Q )  - STANDART BIOSENSOR;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309863;H.PYLORI ANTIBODY RIGHT SIGN - IHPB -C41;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309864;ARCHITECH HTLV I / II  CONTROL- 6L61.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309865;ANTI CARDIOPILIN IgG /IgM DEMEDITEC 96 T - DE7300 ;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309728;ELECSYS HBS AG II 300 T - 8814848190  ( E 801 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309757;TUBEX TF WASH BUFFER ( 10-501 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309833;VIDAS CMV IgG AVIDITY ( 413557 ) 30 TEST;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309814;ON SITE  COVID  19 Ag - RAPID TEST ( R0182C );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309758;ARCH HS TROPONIN I 100 TEST - 3P25.27;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309746;ALINITY I SARS-COV-2 IgM RGT 200 T - 6R91.22;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309743;ALINITY I SARS-COV-2 IgG RGT 200 T - 6R90.22;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309844;ALINITY I HBS AG NEXT QUALI CALIB - 1R64.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309845;ALINITY I HBS AG NEXT QUALI CTRL - 1R64.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309846;ALINITY I HBS AG NEXT QUALI 200 T - 1R64.22;ST_IMMUN;ST_IMUNO;2;Inventaris;CATRIDGE;CATRIDGE;KIT
1130309847;ALINITY I HBS AG NEXT CONFIR 200 T - 1R65.22;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309848;ALINITY I HBS AG NEXT CONFIR MAN DIL - 1R65.40;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309731;ELECSYS ANTI HBS II 100 T - 8498598190 ( E 411/ E 601 / E 602 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309767;ELECSYS ANTI SARS COV-2 S E1 G ( QUANT ) - 9289267190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309727;ELECSYS HBS AG II 100 T - 8814856190  ( E 411/ E601 / E602 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309261;ANA SCREEN - ALEGRIA (ORG238-24);ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;KIT;KIT
1130309260;ANTI CHLAMYDIA TRACHOMATIS IgM Abs - ALEGRIA ( ORG906MX );ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;KIT;KIT
1130309259;ANTI CHLAMYDIA TRACHOMATIS IgG - ALEGRIA ( ORG906A );ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;KIT;KIT
1130309258;ANTI HSV 2 IgM Abs - ALEGRIA ( ORG904 MX );ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;KIT;KIT
1130309257;ANTI HSV 1 IgM Abs - ALEGRIA ( ORG903 MX );ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;KIT;KIT
1130309591;DENGUE IgG & IgM 25 T BIOSYNEX - 1150018;ST_IMMUN;ST_IMUNO;2;Inventaris;TES;KIT;KIT
1130309592;DENGUE NS1   25 T BIOSYNEX ;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;KIT;KIT
1130309593;SEL LE LATEX 50 TEST - CORTEZ ;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309594;ARCH ANTI HBS 100 T - 7C18.41;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
