M_ItemID;M_ItemCode;M_ItemDesc;Nat_ItemItemType;M_ItemItem_CategoryID;M_ItemInventoryCode;Nat_ItemItemGroup;M_ItemNat_GroupID;M_ItemNat_SubGroupID;M_ItemFa_ClassID;Nat_ItemBaseUOM;M_ItemItem_UnitID;M_ItemIsActive;M_ItemCreated;M_ItemLastUpdated;M_ItemM_UserID
1374;1139902151;BINDER CLIP 280;ST_ADMIN;2;;ST_UMUM;;;;PAK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1375;1139800995;STRIP GULA / SAFE ACCU - SINOHEART  ( ISI 50 STRIP / BOX  );SUPPLIES;1;;ST_CLK;;;;BOX;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1376;PERL-OPERASIONAL4;PERALATAN OPERASIONAL CAT4;FIXASSET;3;;FA-OPER3;;;;UNIT;;Y;2025-02-10 11:22:30;2025-02-10 11:09:00;500
1377;PERL-OPERASIONAL5;PERALATAN OPERASIONAL CAT5;FIXASSET;3;;FA-OPER3;;;;UNIT;;Y;2025-02-10 11:22:30;2025-02-10 11:09:00;500
1378;1139902206;PLASTIK KLIP 8 X 12;KONSUMSI;2;;ST_UMUM;;;;PAK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1379;1139902208;HANDUK POLOS - 30 X 70;ST_UMUM;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1380;1130500747;MANNITOLT SALT AGAR ( MSA )  OXOID - CM0085 B;SUPPLIES;1;;ST_MIKRO;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1381;1130309860;COBAS CRP GEN 4  ( 250 TEST ) - 7876033190;ST_IMMUN;1;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1382;1130309861;ELECSYS ANTI - SARS COV 2 CALSET - 9289291190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1383;1130500808;TAQPATH COVID 19 PR PCR COMBO KIT;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1384;1130208966;ABBOTT ALANINE AMINOTRANSFERASE 2 / ALT  ( 1200 T ) - 4S88.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1385;1130208978;ABBOTT TRIGLYCERIDE 2 - 4 X 40 ML ( 4T10.20 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1386;1130309970;ICROMAX™  - IGRA - TB 25 ( CFPC - 8 6- 1 );ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1387;1130309976;CONTROL WIDAL NEGATIF;ST_IMMUN;2;;ST_IMUNO;1;6;;VIAL;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1388;1130400555;STERIZYME DUAL ENZYMATIC DETERGENT 5 L - SDED5;ST_KIMIA;2;;ST_ULFL ;;;;GALON;;Y;2025-02-14 11:05:12;2025-02-10 11:09:00;500
1389;1130208981;COBAS ALKALINE PHOSPATASE IFCC GEN 2 - 1100 T (  8056757190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1390;1130208982;COBAS UIBC - 100 TEST c 503 ( 8058776190 );ST_KIMIA;1;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1391;1130208983;COBAS IRON GEN 2 - 700 TESTc 503 ( 8057931190 );ST_KIMIA;1;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1392;1130208984;COBAS TOTAL PROTEIN GEN 2 - 1050 TEST c 503 ( 8058652190 );ST_KIMIA;1;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1393;1130310014;CONTROL VIRATROL ( REF. AT-474-543 ) - SYSMEX;ST_IMMUN;2;;ST_IMUNO;1;6;;VIAL;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1394;1130600054;ULTRAVIS 370 / 100 ml;ST_PELAYANAN;2;;ST_CLK;;;;VIAL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1395;1139902014;"POS IT - 1,7 IN 25,4 mm X 43,2 mm ( SIGN HERE )";ATK;2;;ST_RTU;;;;PACK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1396;1139902015;FORMULIR PEMERIKSAAN OBGYN;SUPPLIES;1;;ST_CETAK;;;;BUKU;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1397;1130200888;TOTAL PROTEIN  PLUS  THERMO - 981827;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1398;1139800974;"INFLUFAC TETRA  NH  - 0,5 ML";SUPPLIES;1;;ST_CLK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1399;1130208967;CALCIUM SCIENTIFIC - THERMO  ( 81953 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1400;1130309962;HSV 1 IgM ELISA DEMEDITEC 96 T - CAT : DEHS103;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1401;1130309965;HSV 2 IgG ELISA DEMEDITEC 96 T - CAT : DEHS201;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1402;1130309964;HSV 1 IgG ELISA DEMEDITEC 96 T - CAT : DEHS101;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1403;1130309963;HSV 2 IgM ELISA DEMEDITEC 96 T - CAT : DEHS203;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1404;1130500847;STANDART M 10 SARS -CoV-2  SD BIOSENSOR ( REF  M-NCOV - 03 / CAT 11COV10A );SUPPLIES;1;;ST_CL;;;;KIT;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1405;1139800983;ELVASENSE 3 IN 1  SYSTEM  -  EMS 10;ST_PELAYANAN;2;;ST_LK;;;;UNIT;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1406;1139800984;ELVASENSE BLOOD GLUCOSE STRIP - BGS25 ( 25 STRIP );ST_PELAYANAN;2;;ST_LK;;;;PACK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1407;1139800985;TUBE RED PLAIN 3  ml - VACUBEST;ST_PELAYANAN;2;;ST_LK;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1408;1130309972;RAPID HbS Ab  40 TEST -  WONDFO;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1409;1139800987;S - T DEUTERIUM LAMP - REFF 10052370BS;SUPPLIES;1;;ST_CL;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1410;1130208985;COBAS CALCIUM GEN 2 - 1500 T C 503 ( 8057427190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1411;1130208986;COBAS CREATININ KINASE - 500 T c 503 ( 8057460190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1412;1130208987;COBAS MAGNESIUM GEN 2 - 690 T c 503 ( 8058016190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1413;1130208988;COBAS LACTATE DEHYDROGERASE / LDH IFCC VER.2 - 850 T c 503 ( 8057958190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1414;1130208989;COBAS AMYLASE PANCREATIC - 450 T c 503 ( 8056820190 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1415;1139800990;VISIO PLUS NEEDLE 22 G X  1½  ( 100 PCS )  - 450041;SUPPLIES;1;;ST_CLK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1416;1139902148;TINTA BROTHER LC - 462  ( CYAN );ST_ADMIN;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1417;1130208891;CC GLUKOSE - 3L82.22;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1418;1130309858;ARCH SARS COV - 2 IgM CONTROL - 6R86.12;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1419;11302008892;CC CHOLESTEROL 3032 - 7D62.22 - TIDAK DIPAKAI ;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1420;1130208965;ALINITY C ALKALINE PHOSPATASE 2 - 200 T ( 4T83.20 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1421;1130309969;ANTI ds DNA IgG  ALEGRIA - ORG 204G-24;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1422;1139902139;TINTA EPSON 057 - CYAN;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1423;1139902140;TINTA EPSON 057 - MAGENTA;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1424;1139902141;TINTA EPSON 057 - LIGHT MAGENTA;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1425;1139902142;TINTA EPSON 057 - YELLOW;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1426;1139902143;TINTA EPSON 057 - LIGHT CYAN;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1427;1139902144;TINTA EPSON 057 - BLACK;ST_ADMIN;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1428;1139800991;REACTION CELL SET COBAS  C 303  - 9033408001;SUPPLIES;1;;ST_KIMIA;1;5;;BOX;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1429;1130208992;SMS 123 ML COBAS c503 - 8063478190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1430;1130500856;VITEX 2 BCL ( 20 TEST ) - 21345;REAGEN;1;;ST_MIKRO;;;;TEST;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1431;1130310011;GA ANA HEP2 PLUS ( ANA IF )  120 TEST - REF 8101 ;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1432;1139902207;DISINFECTAN SPRAY  - STELLA  ( 200 ML );ST_UMUM;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1433;1130200840;A1CX3  200T COBAS C 503 - 8445699190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1434;1130200825;TRIGL - 1000 T COBAS C 503 - 8058687190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1435;1130200832;Na OH D  D COBAS C 503 - 08063451190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1436;1130200844;HDL C4 700 T COBAS C 503 - 8057877190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1437;1130200820;ALTP -  450 T COBAS C 503 - 8056773190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1438;1130200847;A1CD COBAS C 503 - 8463107190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1439;1130200821;ASTP - 500 T COBAS C 503 - 8056838190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1440;1130200850;CREATININ PLUS GEN 2  / CREP 2 ( 600 T ) - 8057524190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1441;1130200827;UREAL - 600 T COBAS C 503 - 8058806190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1442;1130200831;ECO D 40 T  COBAS  C 503 - 08063354190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1443;1139902022;KAIN SERAGAM PUTIH  - SUISSE BOSS ( JAS LAB );SUPPLIES;1;;ST_RTU;;;;METER;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1444;1130208972;ALINITY C ALANINE AMINOTRANSFERASI ( ALT )  1200 T - 4T84.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1445;1130208973;ALINITY C ASPARTATE AMINOTRANSFERASI ( AST )  1200 T - 4T86.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1446;1139902125;LAMPU LED TANAM HANNOCHS EASY II  IBR 20 WATT;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1447;1139800989;SPUIT 60 CC  CATHETER TIP ( TERUMO );SUPPLIES;1;;ST_CLK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1448;1139801010;UNITY REAL TIME + UNITY CONNECT  - 1 YEAR SUBSCRIPTION ( PART 804 - 1 );SUPPLIES;1;;ST_SUPPL;;;;SET;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1449;1139901814;TINTA HP 682 - TRI COLOUR  ( 3YM76AA );SUPPLIES;1;;ST_UMUM;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1450;1139901815;TINTA HP 682 - BLACK ( 3YM77AA );SUPPLIES;1;;ST_UMUM;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1451;1130400532;TECHNOPATH MULTICHEM URINE - 5P80.10;SUPPLIES;1;;ST_ULFL ;;;;KIT;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1452;1139902021;AIR MINERAL BOTOL - 330 ML;SUPPLIES;1;;ST_RTU;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1453;1130309851;TINA QUANT D-DIMER GEN 2 COBAS INTEGRA - 04912551 190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1454;1130309852;D-DIMER GEN.2 CONTROL I / II - 05050936 190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1455;1130309853;D-DIMER GEN.2 CALIBRATOR SET - 05050901 190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1456;1139800906;WING NEEDLE TERUMO 27 G X ½ ( SV*27EL );SUPPLIES;1;;ST_CLK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1457;1130500806;PORTAGERM AMIES AGAR;SUPPLIES;1;;ST_PA;;;;KIT;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1458;1139901902;LEM TEMBAK;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1459;1139800977;GLUCOLINE - GLUKOSA 420 Gr;SUPPLIES;1;;ST_LK;;;;KALENG;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1460;1139902119;TEH CELUP LIPTON ( DENGAN KEMASAN ) ISI 100 PCS / BOX;KONSUMSI;2;;ST_UMUM;;;;BOX;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1461;1130500848;GENE Xpert ® HBV VIRAL LOAD ;SUPPLIES;1;;ST_MD;;;;KIT;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1462;1139902127;PEWANGI DAN PELEMBUT PAKAIAN REFILL 650 ML;SUPPLIES;1;;ST_RTU;;;;POUCH;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1463;1139902129;PLASTIK OPP UKURAN 6 X 20;SUPPLIES;1;;ST_UMUM;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1464;1130309977;ARCHITECT HBE AG QUANTITATIVE CALIBRATOR - 7P24.01;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1465;1130309978;ARCHITECT HBE AG QUANTITATIVE CONTROL - 7P24.10;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1466;1130309979;ELECSYS FREE PSA E2G ( 300 T )  - 8828610190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1467;1130309980;ELECSYS FREE PSA CALSET - 8851964190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1468;1130309981;ELECSYS PSA E2G ( 300 T ) - 8791732190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1469;1139902147;TINTA BROTHER LC - 462  (  BLACK );ST_ADMIN;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1470;1139902214;TISSUE LIVI SPLASH PREMIUM NAPKIN DINNER ;ST_UMUM;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1471;1130309726;ARCH T UPTAKE CONTROL - 2K48.10;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1472;1130309760;ARCH HS TROPONIN I CALIBRATOR  - 3P25.02;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1473;1130309766;SARS-COV-2 RAPID TEST ANTIGEN TEST  ( EN ) ROCHE - 9327592190;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1474;1130500784;HYDROGEN PEROXIDA 3% - 100 ML;SUPPLIES;1;;ST_MIKRO;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1475;1139901862;PLASTIK KRESEK HITAM KECIL;SUPPLIES;1;;ST_RTU;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1476;1139800876;TUBE EDTA K3 ( 3 ML ) GD - 000457675;SUPPLIES;1;;ST_CL;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1477;1139901927;TINTA BROTHER CYAN 50 ML;SUPPLIES;1;;ST_UMUM;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1478;1139901928;TINTA BROTHER MAGENTA 50 ML;SUPPLIES;1;;ST_UMUM;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1479;1139901929;TINTA BROTHER YELLOW 50 ML;SUPPLIES;1;;ST_RTU;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1480;1139901930;PLASTIK BENING 50 X 70;SUPPLIES;1;;ST_UMUM;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1481;1139901931;PLASTIK KRESEK HITAM SUPER JUMBO;ST_UMUM;2;;ST_RTU;;;;PAK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1482;1139901932;SABUN CUCI PAKAIAN 5 LITER;ST_UMUM;2;;ST_RTU;;;;GALON;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1483;1139901933;PEWANGI PAKAIAN 1 LITER;SUPPLIES;1;;ST_RTU;;;;BOTOL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1484;1139901934;PLASTIK KLIP 25 X 35;SUPPLIES;1;;ST_UMUM;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1485;1130100165;METHANOL 100 ML;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
1486;1139800874;CUVETTE FL SYSMEX KAT. AG 405-069 ( 500 PCS );ST_HEMA;2;;ST_HEMA;1;1;;BOX;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
1487;1130200846;PRECI CTRL HBA 1 C NORMAL - 5479207190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1488;1130700025;PAPER ECG 12 MM FOR BTL - 08 ECG M LINE;SUPPLIES;1;;ST_EJPD;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1489;1139901959;DETTOL HANDWASH 200 GR;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1490;1130209000;CK - MB COBAS C III ( 100 T ) - 7442050190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1491;1139902215;GULA SACHET 8 GR  - 40 PCS / PACK;ST_UMUM;2;;ST_RTU;;;;PACK;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1492;1130309732;ELECSYS ANTI HBS II 300 T - 8498610190 ( E 801 );ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
1493;1130500782;VIRAL DNA / RNA EXTRACTION;SUPPLIES;1;;ST_MIKRO;;;;KIT;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1494;1139902150;TINTA BROTHER LC - 462 ( YELLOW );ST_ADMIN;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1495;1130400557;ALKOHOL SALIVA - BOSSON;REAGEN;1;;ST_ULFL ;;;;TEST;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1496;1130400560;SALIVA ALCOHOL SCREENING STRIP 25 T;REAGEN;1;;ST_ULFL ;;;;TEST;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1497;1139901958;"PLASTIK OPP UKURAN 12,5 X ";SUPPLIES;1;;ST_UMUM;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1498;1139901968;FORMULIR PEMERIKSAAN dr. TEDY SADELI;SUPPLIES;1;;ST_RTU;;;;LEMBAR;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1499;1139800886;ACCU CHECK STRIP 50 S INSTANT - 07819382;SUPPLIES;1;;ST_CL;;;;BOX;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1500;1130200882;ELECTROLYTE REAGEN - ISE REAGENT KIT DS-1 ( NO 3 );ST_KIMIA;1;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1501;1130200883;DEPROTENEISER SOLUTION 50 ml;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
1502;1139901969;CHUSHAVAN UKURAN S 20 mm X 20 mm NICHIBAN CSV - S;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1503;1139901980;SARUNG TANGAN 30 CM;SUPPLIES;1;;ST_UMUM;;;;BOX;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1504;1139901979;CELEMEK;SUPPLIES;1;;ST_UMUM;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1505;1139901978;SUSU BUBUK;SUPPLIES;1;;ST_RTU;;;;BOX;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1506;1139901977;KERTAS FOTO A6;ST_ADMIN;2;;ST_RTU;;;;LEMBAR;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1507;1139901976;KERTAS  F4 KOP PRAMITA MEDAN  - 70 Gr;SUPPLIES;1;;ST_UMUM;;;;RIM;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1508;1139901975;KERTAS  A4 KOP PRAMITA MEDAN  - 70 Gr;CETAKAN;2;;ST_CETAK;;;;RIM;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
1509;1139901974;MASKER KAIN;SUPPLIES;1;;ST_UMUM;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1510;1139901973;BACTERI ECOTRU EXTRA;SUPPLIES;1;;ST_UMUM;;;;SACHET;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1511;1139800892;AQUADES PELARUT 5 LITER;SUPPLIES;1;;ST_UMUM;;;;GALON;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1512;1139901972;CAIRAN STERILISASI;SUPPLIES;1;;ST_UMUM;;;;GALON;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1513;1139800891;KASA STERIL 100 cm  X 80 cm;SUPPLIES;1;;ST_CLK;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1514;1139901971;PLASTIK KLIP 21 X 15;SUPPLIES;1;;ST_UMUM;;;;PACK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1515;1139800890;KAPAS BOLA ISI 100 PCS;SUPPLIES;1;;ST_UMUM;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1516;1139901970;THERMAL PAPAER 110 mm X 50 mm;SUPPLIES;1;;ST_UMUM;;;;ROLL;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1517;1139800889;TIP BIRU VITEX  / FIN TIP  THERMO  ( 100 - 1000 µL )  REF. 30501 ;SUPPLIES;1;;ST_UMUM;;;;PACK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
1518;1139800888;"TIP KUNING VITEX  / FIN TIP  THERMO  ( 0,5 - 250  µL )  REF. 30507";SUPPLIES;1;;ST_UMUM;;;;PACK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
