Nat_ItemID;ItemCode;DocKey;Description;Desc2;FurtherDescription;ItemGroup;ItemType;AssemblyCost;LeadTime;StockControl;HasSerialNo;HasBatchNo;DutyRate;Taxtype;Note;ImageFileName;CostingMethod;SalesUOM;PurchaseUOM;ReportUOM;LastModified;LastModifiedUserID;CreatedTimeStamp;CreatedUserID;IsActive;LastUpdate;SNFormatName;IsCalcBonusPoint;MarkupRatio;HasPromoter;GlobalCode;ItemBrand;ItemModel;LeadTimeDay;ExternalLink;Discontinued;AutoUOMConversion;BaseUOM;BackOrderControl;PurchaseTaxType
203;1130100072;37830292;STROMATOLYSER 4 DS ( NON KSO );"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;SACHET;SACHET;SACHET;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";"";"";F;"";"";"";"";"";F;"";SACHET;T;""
204;1130100074;37830293;XN CHECK -  ( L1.L2.L3 )  3 X 3 ML;BV661822/AK060533/BR875289;"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;SET;SET;SET;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;13;"";"";"";F;"";"";"";"";"";F;"";SET;T;""
205;1130100075;37830294;FLOUROCELL WPC - BU306227;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
206;1130100076;37830295;FLOUROCELL RET - BN337547;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
207;1130100077;37830296;FLOUROCELL PLT - CD994563;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
208;1130100078;37830297;FLUOROCELL WNR - CP066715;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
209;1130100079;37830298;FLUOROCELL WDF - CV377552;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
210;1130100080;37830299;CELL PACK DCL  - CT661628;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;BOX;BOX;BOX;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";BOX;T;""
211;1130100081;37830300;LYSERCELL WNR - AN577063;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
212;1130100082;37830301;LYSERCELL WDF - AW993605;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
213;1130100083;37830302;LYSERCELL WPC - CS412800;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
214;1130100084;37830303;CELL PACK DFL - BT965910;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
215;1130100085;37830304;"SULFOLYSER 1,5 - BJ350971";"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;6;"";"";"";F;"";"";"";"";"";F;"";BOTOL;T;""
216;1130100086;37830305;PFA COLLAGEN / EPI TEST - B417020;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;7;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
217;1130100087;37830306;PFA COLLAGEN / ADP TEST - B417021;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
218;1130100088;37830307;INNOVANCE PFA P2Y - B417022;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
219;1130100089;37830308;PFA TRIGGER SOL - B417050;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;7;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
220;1130100090;37830309;PFA VACUUM TEST TUBE - B417075;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;SUPPLIES;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";PAK;T;""
221;1130100091;37830310;PFA CLEANING PADS - B417073;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
222;1130100092;37830311;XN CHECK ( L1 ) - BV661822;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;VIAL;VIAL;VIAL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;9;"";"";"";F;"";"";"";"";"";F;"";VIAL;T;""
223;1130100093;37830312;XN CHECK ( L2 ) - AK060533;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;VIAL;VIAL;VIAL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;8;"";"";"";F;"";"";"";"";"";F;"";VIAL;T;""
224;1130100094;37830313;XN CHECK ( L3 ) - BR875289;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;VIAL;VIAL;VIAL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;8;"";"";"";F;"";"";"";"";"";F;"";VIAL;T;""
225;1130100095;37830314;XN CHECK BF - BY698063;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;7;"";"";"";F;"";"";"";"";"";F;"";KIT;T;""
226;1130100097;37830315;E - CHECK XT  ( KSO );"";"";ST_HEMA;"";"";"";T;F;T;0;"";"";"";1;SET;SET;SET;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;T;8;"";T;"";F;"";"";"";"";"";F;T;SET;T;""
227;1130400248;37830316;COCAIN VICARE;"";"";ST_KR;"";"";"";T;F;F;0;"";"";"";1;TES;TES;TES;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;F;17;"";T;"";F;"";"";"";"";"";F;T;TES;T;""
228;1139900731;37830317;AZOMAX ( TISSUE DISINFECTAN ) ;"";"";ST_MIKRO;"";"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;2044-10-05 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
229;1130200095;37830318;MAGNESIUM LIQ ( WITH LCF ) MONO - HUMAN ( 10010 );"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";2;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;19;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
230;1130100098;37830319;DADE INOVIN  ( B421240 ) -  SIEMENS;"";"";ST_HEMA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;2050-02-07 00:00:00;0;T;13;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
231;1130500134;37830320;BACT ALERT ®  PF PLUS REF 410853  -  10853 ( BIOMERIEUX ) - AEROBIC PEDIATRIC;"";"";ST_MIKRO;REAGEN;"";"";T;F;T;0;"";"";"";1;BOTOL;BOX;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;11;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
232;1130200510;37830321;CC UIBC -  4P79.30;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
233;1130200075;37830322;SODIUM ELEKTRODE COND.  - 3110362180;"";"";ST_CL;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
234;1130200513;37830323;DEPROTONEISER CIII - 20763071122;INTEGRA;"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;VIAL;VIAL;VIAL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;F;5;"";T;"";F;"";"";"";"";"";F;T;VIAL;T;""
235;1130400244;37830324;METAMPHETAMIN VICARE;"";"";ST_KR;"";"";"";T;F;F;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;F;25;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
236;1130400246;37830325;THC / CANNABINOID-  VICARE;"";"";ST_KR;ST_KIMIA;"";"";T;F;F;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;F;14;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
237;1130400245;37830326;MORPHINE VICARE;"";"";ST_KR;"";"";"";T;F;F;0;"";"";"";1;TES;TES;TES;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;F;14;"";T;"";F;"";"";"";"";"";F;T;TES;T;""
238;1139900757;37830327;KOPI SACHET KEMASAN ISI 10;"";"";ST_RTU;KONSUMSI;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;12;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
239;1130309240;37830328;ARCH FREE T4 RGT - 7K65.29;"";"";ST_IMUNO;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
240;1139900759;37830329;FORMULIR PENCATATAN TELEPON ( LOG TELEPON );"";"";ST_CETAK;CETAKAN;"";"";T;F;T;0;"";"";"";1;BUKU;BUKU;BUKU;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;BUKU;T;""
241;1139900758;37830330;FORMULIR LEMBUR PEGAWAI  ( 1/2 FOLIO );"";"";ST_CETAK;CETAKAN;"";"";T;F;T;0;"";"";"";1;BUKU;BUKU;BUKU;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;8;"";T;"";F;"";"";"";"";"";F;T;BUKU;T;""
242;1130200032;37830331;HYDRAGEL PROTEIN  (e)  K 20 - SEBHIA;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
243;1130309238;37830332;AMH GEN II ELISA / 96 TEST KAT. A79765;BECKMAN COULTER;"";ST_IMUNO;ST_IMMUN;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;2007-08-08 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
244;1130200515;37830333;CHOLINESTERASE FS 100 DIASYS;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
245;1130500136;37830334;AZTREONAM ;"";"";ST_MIKRO;"";"";"";T;F;T;0;"";"";"";1;STRIP;STRIP;STRIP;0000-00-00 00:00:00;2;2047-03-01 00:00:00;0;T;6;"";T;"";F;"";"";"";"";"";F;T;STRIP;T;""
246;1139900736;37830335;KARTU NATAL & TAHUN BARU + AMPLOP;"";"";ST_RTU;CETAKAN;"";"";T;F;T;0;"";"";"";1;SET;SET;SET;0000-00-00 00:00:00;0;2036-11-08 00:00:00;0;T;6;"";T;"";F;"";"";"";"";"";F;T;SET;T;""
247;1139900761;37830336;ORDNER BANTEX 1465 ( ORANGE );"";"";ST_RTU;"";"";"";T;F;T;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;0;2008-03-00 00:00:00;0;T;6;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
248;1130200516;37830337;ADV ALT/GPT - 10318168;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
249;1130200517;37830338;ADV AST/GOT ASPARTATE AMINOTRANSFERASE - 103041132;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;9;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
250;1130200518;37830339;ADV CHOL 2 - 10376501;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;6;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
251;1130200519;37830340;ADV CUVETTE WASH - 10311853;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;7;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
252;1130200520;37830341;ADV CUVETTE CONDT - 10311854;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;7;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
253;1130200521;37830342;ADV URIC ACID - 10341133;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;2030-04-01 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
254;1130200522;37830343;ADV INCUBATION BATH OIL - 10311855;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
255;1130200523;37830344;ADV CREATININE 2 - 10309050;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;5;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
256;1130200524;37830345;ADV TOTAL BIL 2 40 ML - 10341115;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
257;1130200525;37830346;ADV HDL/LDL CALIB - 10311918;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
258;1130200526;37830347;ADV TRIG - 10311837;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
259;1130200527;37830348;ADV GLUH 3 - 10335891;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
260;1130200528;37830349;ADV DLDL - 10311891;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;5;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
261;1130200529;37830350;ADV UREA NITROGEN - 10309051;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;0;2039-04-02 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
262;1130400247;37830351;OPIATE VICARE;"";"";ST_KR;"";"";"";T;F;T;0;"";"";"";1;TES;TES;TES;0000-00-00 00:00:00;0;0000-00-00 00:00:00;4;T;15;"";T;"";F;"";"";"";"";"";F;T;TES;T;""
263;1130309241;37830352;ARCH FREE T4 CALIB  - 7K65.02;GEN 2;"";ST_IMUNO;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
264;1130200118;37830353;CC H2O / WATER BATH ADDITIVE - 9D29.20;ARCHITECH;"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;BOTOL;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;10;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
265;1130200066;37830354;LP ( A ) LATEX SEKISHUI - 224386;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
266;1130200530;37830355;ADV DIRECT HDL - 10309507;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;BOTOL;BOTOL;BOTOL;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;F;6;"";T;"";F;"";"";"";"";"";F;T;BOTOL;T;""
267;1130200113;37830356;TOTAL LIPID  - MEGA;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;6;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
268;1130700001;37830357;PAPER ECG NIHON FQW110-2-140;"";"""{tf1ansiansicpg1252deff0defl";ST_EJPD;"";"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;6;"";"";"";F;"";"";"";"";"";F;"";PAK;T;""
269;1130200548;37830358;HDL CHOLESTEROL PLUS THERMO  - 81823;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
270;1130200549;37830359;LDL CHOLESTEROL THERMO - K1656;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
271;1130200550;37830360;E CAL THERMO - 81830;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;2049-00-01 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
272;1130200551;37830361;S CAL THERMO - 81831;"";"";ST_KIMIA;"";"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
273;1130200552;37830362;HDL / LDL CHOL. CALIBRATOR  THERMO - 81657 ;"";"";ST_KIMIA;ST_KIMIA;"";"";T;F;T;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
274;1139900779;37830363;ID CARD PASIEN;"";"";ST_RTU;ST_PELAYANAN;"";"";T;F;T;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
275;1139900780;37830364;RIBBON CANNON SELPHY;"";"";ST_RTU;ST_RADIO;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
276;1139900782;37830365;BOLPEN MERAH;"";"";ST_RTU;ST_PELAYANAN;"";"";T;F;T;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
277;1139900783;37830366;LABEL BULAT KECIL;"";"";ST_RTU;ST_PELAYANAN;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
278;1139900784;37830367;KERTAS BUFALLO;"";"";ST_CETAK;ATK;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;5;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
279;1139900795;37830368;BROSUR TLC;"";"";ST_RTU;CETAKAN;"";"";T;F;T;0;"";"";"";1;LEMBAR;LEMBAR;LEMBAR;0000-00-00 00:00:00;0;2046-01-02 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;LEMBAR;T;""
280;1139900793;37830369;BINDER CLIP 200;"";"";ST_RTU;ATK;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
281;1139900794;37830370;BROSUR TCD;"";"";ST_RTU;CETAKAN;"";"";T;F;T;0;"";"";"";1;LEMBAR;LEMBAR;LEMBAR;0000-00-00 00:00:00;0;2048-11-00 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;LEMBAR;T;""
282;1139900796;37830371;SOUVENIR BANTAL KOTAK MERAH 40 X 30;"";"";ST_RTU;ST_PELAYANAN;"";"";T;F;T;0;"";"";"";1;PCS;PCS;PCS;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;PCS;T;""
283;1130200554;37830372;GLUKOSA;"";"";ST_KIMIA;"";"";"";T;F;F;0;"";"";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;F;6;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
284;1139900797;37830373;RAPIKA BIANG 3 IN 1 ( REFILL ) ;"";"";ST_RTU;KONSUMSI;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0;T;3;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
285;1139900800;37830374;FORMULIR PEMERIKSAAN TLC;"";"";ST_CETAK;CETAKAN;"";"";T;F;T;0;"";"";"";1;BUKU;BUKU;BUKU;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;6;"";T;"";F;"";"";"";"";"";F;T;BUKU;T;""
286;1139900801;37830375;GULAKU SACHET STIK 75 X 8 Gr;"";"";ST_RTU;KONSUMSI;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;13;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
287;1139900802;37830376;GULA TROPICANA;"";"";ST_RTU;KONSUMSI;"";"";T;F;T;0;"";"";"";1;PAK;PAK;PAK;0000-00-00 00:00:00;0;2003-11-02 00:00:00;0;T;7;"";T;"";F;"";"";"";"";"";F;T;PAK;T;""
288;1139900803;37830377;DOUBLE TAPE HIJAU ;"";"";ST_RTU;ST_ADMIN;"";"";T;F;T;0;"";"";"";1;ROLL;ROLL;ROLL;0000-00-00 00:00:00;0;2004-06-05 00:00:00;0;T;4;"";T;"";F;"";"";"";"";"";F;T;ROLL;T;""
289;1130100035;37830378;SD MALARIA Ag P.f / P.V 25 T - 5FK80;"";"""{tf1ansiansicpg1252deff0defl";ST_HEMA;ST_HEMA;"";"";T;F;T;0;"";"""{tf1ansiansicpg1252deff0defl";"";1;KIT;KIT;KIT;0000-00-00 00:00:00;1;0000-00-00 00:00:00;0;T;8;"";T;"";F;"";"";"";"";"";F;T;KIT;T;""
