M_ItemCode,M_ItemDesc,ItemType,ItemGroup,ItemCategoryName,BaseUOM,PurchaseUOM
1139800918,TUBE VAC 4 ML CAT SER C/A PREM ROT/S - 454092,SUPPLIES,ST_CLK,Persediaan,PCS,PCS
1139800951,BLOOD COLLECTION SET + LUER ADAPTER 25 G X ¾ TUBING LENGHT 12 ( 30 CM ) VACUETTE - 450099,SUPPLIES,ST_LK,Persediaan,PCS,PCS
1139800960,PIPPETTE VOLUME 1 ML,SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1139800961,PIPPETTE VOLUME 3 ML,SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1130208960,O - TOLUDINE PRO ANALYSIS 250 ML - MERCK ( 1.08310.0250 ),ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1139902113,SOUVENIR SABUN KERTAS,SUPPLIES,ST_UMUM,Persediaan,PCS,PCS
1139902114,GULA SACHET 8 GR  - 100 PCS / PACK,SUPPLIES,ST_UMUM,Persediaan,PACK,PACK
1130209022,ARCH ALKALINE PHOSPATASE 2  ( 1600 T ) - 4S87.20,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130309812,ELECSYS IL - 6 EG2 ( 100 TES ) - 9015612190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309802,ELECSYS IL - 6   ( 5109442190 ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309803,ELECSYS IL - 6 CALLSET ( 5109469190 ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309811,ELECSYS IL - 6  COBAS E 100 V2  ( 9015604190 ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309878,VIDAS HS TROPONIN I 60 TEST ( 15386 ),ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1130208907,CAPILARY CATRIDGE - 10046286,ST_KIMIA,ST_KIMIA,Inventaris,PCS,PCS
1130500811,MAC CONKEY AGAR W / OUT CRYSTAL VIOLET ( MC-D ) 500 Gr - BIOMERIEUX,REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130208909,COBAS TOTAL PROTEIN URINE / CSF GEN 3 - 3333825190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139800781,UNDERPAD 60 X 90 - ISI 10 LEMBAR,SUPPLIES,ST_CR,Persediaan,LEMBAR,LEMBAR
1130208917,REFF. FILLING SOLUTION 10 ML ( ISE ),ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130208918,FILLING SOLUTION 10 ML ( ISE ),ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130309932,ELECSYS CYFRA 21 - 1 - 11820966122,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309933,ELECSYS CYFRA CALSET - 11820974322,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309934,ELECSYS IGF 1 E2G - 7475918190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309935,ELECSYS IGF - 1 CALSET - 747596190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309936,ELECSYS PRECI CONTROL GROWTH - 7476108190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309938,ARCHITECH SHBG REAGEN KIT 100 T - 08K26.25,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309939,ARCHITECH SHBG CALS - 8K26.02,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130208957,NORUDIA GLYCATED ALBUMIN - 5114 - 798693 509,ST_KIMIA,ST_KIMIA,Inventaris,SET,SET
1130208958,NORUDIA GLYCATED ALBUMIN CALIBRATOR - 5115516,ST_KIMIA,ST_KIMIA,Inventaris,VIAL,VIAL
1130208959,NORUDIA GLYCATED ALBUMIN CONTROL - 511523,ST_KIMIA,ST_KIMIA,Inventaris,VIAL,VIAL
1130209024,WASH SOLUTION JOKOH 25 ML - J16151,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1139800885,HANDSCONE FREE POWDER - MEDIUM,SUPPLIES,ST_CL,Persediaan,BOX,BOX
1130200881,LYP DIABETES CTRL. BILEVEL MINIPACK - 740 X,ST_KIMIA,ST_KIMIA,Inventaris,VIAL,VIAL
1139901945,"THERMAL PAPER 5,7 X 50",SUPPLIES,ST_UMUM,Persediaan,ROLL,ROLL
1139800880,"TUBE EDTA K3 - 0,5 ML  ( GP )",SUPPLIES,ST_CL,Persediaan,PCS,BOX
1139800881,FILTER SPIRAL  WOULD -  UNTUK RO,SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1139800882,FILTER AIR CARBON - UNTUK RO,SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1139800884,HANDSCONE FREE POWDER - SMALL,SUPPLIES,ST_SUPPL,Persediaan,BOX,BOX
1139800883,ACTI LANCET LITE SAFETY 28 G,SUPPLIES,ST_SUPPL,Persediaan,BOX,BOX
1139901946,KERTAS HVS F4 75 GRAM,SUPPLIES,ST_RTU,Persediaan,RIM,RIM
11399001947,KERTAS HVS F4 75 GRAM,SUPPLIES,ST_RTU,Persediaan,RIM,RIM
1139901948,FORMULIR RETUR PEMERIKSAAN,SUPPLIES,ST_RTU,Persediaan,BUKU,BUKU
1139901949,FORMULIR BUKTI BANK KELUAR - PT MPM,SUPPLIES,ST_RTU,Persediaan,BUKU,BUKU
1139901950,KERTAS KOP SURAT A4 - PONTIANAK,SUPPLIES,ST_RTU,Persediaan,RIM,RIM
1139901963,KERTAS KOP SURAT F4 - PONTIANAK,SUPPLIES,ST_RTU,Persediaan,RIM,RIM
1139901951,AMPLOP HASIL - PONTIANAK,CETAKAN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901952,RIBBON BARCODE 60 mm X 70 mm,SUPPLIES,ST_RTU,Persediaan,ROLL,ROLL
1139901955,KERTAS FORMULIR NOTULEN,SUPPLIES,ST_RTU,Persediaan,LEMBAR,LEMBAR
1139901957,PLASTIK KLIP  6 X 10,SUPPLIES,ST_RTU,Persediaan,PAK,PAK
1139902149,TINTA BROTHER LC - 462  ( MAGENTA ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901960,DETTOL ANTISEPTIK 245 ml,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139901961,POCKET SANITIZER,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901962,PEMBERSIH SERBAGINA,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901967,AMPLOP COKLAT PRAMITA UK ½ FOLIO,SUPPLIES,ST_RTU,Persediaan,LEMBAR,LEMBAR
1139901966,AMPLOP COKLAT PRAMITA UK 29x39,SUPPLIES,ST_RTU,Persediaan,LEMBAR,LEMBAR
1139901965,PEMBERSIH KURSI / SOFA,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139901924,AMPLOP HASIL ( KLINIK UTAMA ),CETAKAN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901937,FORMULIR PEMERIKSAAN APENDICOGRAM,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901938,FORMULIR INFERTILITAS,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901939,ANTRIAN USG,SUPPLIES,ST_CETAK,Persediaan,PCS,PCS
1139901940,BUKU BPJS RAWAT JALAN,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901941,FORMULIR PEMERIKSAAN BPJS,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901342,KREOLIN,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139901343,FORMULIR HASIL PEMBACAAN USG,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901344,FORMULIR HASIL PEMBACAAN FOTO,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901345,FORMULIR PERSIAPAN PEMERIKSAAN HSG,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1130500797,Rnase AWAY 475 ml ( Cat. 7002 ) - SPRAY,SUPPLIES,ST_MD,Persediaan,BOTOL,BOTOL
1139800851,"SAFETY BOX 12,5 LITER",SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1139901835,FORMULIR PEMERIKSAAN dr. LANTING,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139901347,TINTA HP CE 310 A ( BLACK ),SUPPLIES,ST_CETAK,Persediaan,PCS,PCS
1130500802,EN - SWER COVID 19 / MASTER MIX,SUPPLIES,ST_MD,Persediaan,TEST,TEST
1139901774,AMPLOP GENERAL BESAR,CETAKAN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901894,SANITER SPRAY 400 ML,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139800849,NASAL CANUL OXYGEN - DEWASA,SUPPLIES,ST_EEG,Persediaan,PCS,PCS
1139901942,SARINGAN  ( PEMERIKSAAN SEL LE ),SUPPLIES,ST_EEG,Persediaan,PCS,PCS
1139901943,LAKBAN KUNING  2 X 100,ATK,ST_RTU,Inventaris,ROLL,ROLL
1139901944,SIRUP,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1130500800,POCKIT  CENTRAL  SARS-COV-2 ( ORF 1 AB ) PREMIX REAGEN  - apcr123,SUPPLIES,ST_MD,Persediaan,KIT,KIT
1130309761,POCKIT CENTRAL REAGENT - SARS - COV2 / COVID 19,SUPPLIES,ST_MD,Persediaan,KIT,KIT
1130309756,ELECSYS DILUENT UNIVERSAL 2 - 0519243190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309835,CRP LATEX  100  TEST - FORTRESS  ( LXCRP100 ),ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309855,ARCH TOXO AVIDITY CAL/CTRL 2022-05-31 ( 6L37.11 ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309777,COVID - 19 ANTIGEN RAPID TEST ACRO BIOTECH CAT. ACO 502,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1130309856,ARCH TOXO AVIDITY REAGENT 2022-07-20 ( 6L37.25 ),ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309749,ALINITY I STAT HIGH SENSITIVE TROPONIN I 200 T - 8P13.24,REAGEN,ST_IMUNO,Persediaan,KIT,KIT
1130200845,LDL C3 600 T COBAS C 503 - 8057966190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200828,PYP 950 T COBAS C 503 - 08062986190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200833,BASIC WASH  2 X 2 LITER - 08302545190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200866,GAMMA GT  - GLUTAMYLTRANSFERASE VER 2 ( 8057796190 ),ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139800975,ALINITY CI SERIES LEVEL SENSOR - BULK SOLUTION ( 4S68.04 ),S_PART,ST_SUPPL,Inventaris,PCS,PCS
1139902118,BROSUR hs TROPONIN I,CETAKAN,ST_UMUM,Inventaris,LEMBAR,LEMBAR
1139902124,RIBBON RESIN BLACK FARGO DTC 1000 / 4000 (045102),SUPPLIES,ST_CLK,Persediaan,PCS,PCS
1139902134,GARAM KASAR / GARAM KROSOK,ST_UMUM,ST_UMUM,Inventaris,Kg,Kg
1139800988,MINI COLLECTOR ® 1 ml K3E K3 EDTA LAV - 450531,SUPPLIES,ST_LK,Persediaan,PCS,PCS
1130400556,FECAL OCCULT BLOOD TRANSFERIN ( FOBT )  RAPID TEST CASSETTE - ONCOPROBE,ST_KIMIA,ST_ULFL ,Persediaan,TEST,KIT
1130309984,m - PIMA HIV -½  VL CATRIDGE  9 ( IVD ) - 270150050,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1130309788,ALINITY I SARS-COV-2 IgG II QUANT CALIBRATOR - 6S61.02,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309789,ALINITY I SARS-COV-2 IgG II  QUANT CONTROL - 6S61.12,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139902120,CATRIDGE TONER HP 107 A - W1107 A ,ATK,ST_UMUM,Inventaris,PCS,PCS
1139902121,CATRIDGE TONER HP 107 A  ( REFILL ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139902128,HEADSET + MICROPHONE,SUPPLIES,ST_UMUM,Persediaan,PCS,PCS
1139902132,TANDA TERIMA SEMENTARA ,ST_UMUM,ST_UMUM,Inventaris,BUKU,BUKU
1130309982,VIDAS NT PRO BNP  60 T  ( 30458 ) ,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1139902200,DUS SOUVENIR TUMBLER ( GELAS ),SUPPLIES,ST_UMUM,Persediaan,PCS,PCS
1130209028,ALINITY C CREATININ 2 ( 4500 T ) - 4T91.20,ST_KIMIA,ST_KIMIA,Inventaris,CATRIDGE,KIT
1139801018,BLOOD COLLECTION TUBE EDTA K3 3 ML PET - ONE MED,SUPPLIES,ST_CL,Persediaan,PCS,BOX
1130310035,ELECSYS PRECI CONTROL VITAMIN D TOTAL III 6 X 1 ML - 9038124190 ,ST_IMMUN,ST_IMUNO,Inventaris,BOTOL,KIT
1139901935,PENGGARIS BESI,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139800826,NEEDLE / JARUM ONE MED 27 G X ½,SUPPLIES,ST_CLK,Persediaan,PCS,PCS
1139901806,CATRIDGE HP 107 A  ( REFFILL ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901936,TEH BUBUK - POCI,KONSUMSI,ST_RTU,Inventaris,PCS,PCS
1130309826,CRP LATEX  50 TEST - FORTRESS  ( LXCRP050 ),ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1139800978,CTO AQUAZONE 10 INCHI,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800979,CTO WIZARD 20 INCHI,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800980,FILTER AQUAPRO 10 INCHI - 03 MIKRON,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800981,FILTER DAITON 20 INCHI - 03 MIKRON,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800982,FILTER BENANG 10 INCHI,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139902130,LAMPU SENTER LED,ST_UMUM,ST_UMUM,Inventaris,PCS,PCS
1130309975,HUMAN A-GHRL ( ACYLATED GHRELIN ) ELISA KIT ELABSCIENCE - CAT : E-EL-H2002,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139902146,SUSU CIMORY UHT - ALL VARIAN  ( 250 ML ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1130500852,GENE Xpert ® MTB / RIF Ultra - GXMTB/RIF - ULTRA - 10,REAGEN,ST_MD,Persediaan,TEST,KIT
1139902164,KAPUR BARUS GANTUNG ,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130500853,OXIDASE DISCS ( 50 DISCS / VI ) @ 1 VI - HIMEDIA ( DD018-1VL ),REAGEN,ST_MIKRO,Persediaan,VIAL,VIAL
1130209006,SEBIA CAPPILARYS WASH SOLUTION ( 2 ) - 2052,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139902165,SOUVENIR TEMPAT TISSUE NATAL,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130309836,RF LATEX  50 TEST - FORTRESS ,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309838,TPHA LATEX 100 TEST -  FORTRESS,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309837,TPHA LATEX 50 TEST - FORTRESS,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309813,RF LATEX TEST - FORTRESS - 100 TEST - CAT. LXRF0100,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1139800862,SPUIT / DISPOSIBLE SYRINGE 3 ML - ONE MED,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800877,SPUIT / DISPOSIBLE SYRINGE 5 ML - ONE MED,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800857,TUBE SST GD 4 ML - GD040SGC,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800878,TUBE PLH GD 3 ML - GDO30CA,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800879,"TUBE SODIUM CITRAT 1,8 ML - GD030CA",SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139901868,TINTA CANNON G YELLOW - 790 Y  ( 70 ML  ),ST_ADMIN,ST_RTU,Inventaris,BOTOL,BOTOL
1139901867,TINTA CANNON G MAGENTA - 790 M  ( 70 ML  ),ST_ADMIN,ST_RTU,Inventaris,BOTOL,BOTOL
1139901866,TINTA CANNON G CYAN - 790 C  ( 70 ML  ),ST_ADMIN,ST_RTU,Inventaris,BOTOL,BOTOL
1139901859,LABEL NO.107,"",ST_RTU,,PACK,PACK
1139901964,PLASTIK KLIP 20 X 11,SUPPLIES,ST_RTU,Persediaan,PACK,PACK
1139901881,SOUVENIR HANDSANITIZER ,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139801000,"VAKSIN HPV  0,5 ML -  CERVARIX  ( GSK )",SUPPLIES,ST_CLK,Persediaan,VIAL,VIAL
1139901953,RIBBON BARCODE 110 mm X 55 mm,SUPPLIES,ST_RTU,Persediaan,ROLL,ROLL
1139901954,BOX FILE ,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1130100187,MALARIA P.f / P.V CARD GLORY ( GD - MALPF/PV ),ST_HEMA,ST_HEMA,Inventaris,TEST,TEST
1130208968,ABBOTT ASPARTATE AMINOTRANFERASE 1200 T ( AST ) - 4S90.20,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130100198,CALIBRATOR FOR ALIFAX ESR - REF SI 305.402-A,ST_HEMA,ST_HEMA,Inventaris,KIT,KIT
1139902166,PEMUTIH / PENGHILANG NODA 800 ML (  PROCLIN ) ,ST_UMUM,ST_RTU,Inventaris,POUCH,POUCH
1130310025,HUMAN IL-1B ELISA KIT - E-EL- H0149  (  ELABSCIENSE ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130100167,HEMOSIL RECOMBI PLASTIN 2G ( 8 ML ) - HMS29,ST_HEMA,ST_HEMA,Persediaan,KIT,KIT
1130100168,HEMOSIL SYNTH ASII - SIL 68,ST_HEMA,ST_HEMA,Persediaan,KIT,KIT
1130208974,ALBUMIN DIALAB - D00205,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130208975,ALKALINE PHOSPATASE DIALAB - D00523,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130208976,TOTAL PROTEIN DIALAB - D00686,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130208977,ADENOSE CALIBRATOR DIALAB - 913870,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130309967,TB IGRA KIT ICHROMA II,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139902126,SOUVENIR POUCH TRAVEL,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1130400553,SHIVANI GRADIENT KIT 40 & 80 - 50 ml,ST_KIMIA,ST_UL,Inventaris,BOTOL,BOTOL
1130400554,SHIVANI SPERM PRIME 100 ml,ST_KIMIA,ST_UL,Inventaris,BOTOL,BOTOL
1139902135,TISSUE LIVI MULTIFOLD - EVERYDAY TOWEL 150  S / 1 PLY,ST_UMUM,ST_RTU,Inventaris,PAK,PAK
1130500849,NIGROSIN STAIN  10% wlv 100 ML - REF S025,REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1139901880,SOUVENIR TUMBLER TERMOS,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139902138,SOUVENIR TUMBLER KACA / GLASS,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139801009,SPUIT / SYRINGE 1 ML BD TUBERCULIN  27 G - 302101,SUPPLIES,ST_SUPPL,Persediaan,PCS,BOX
1130309747,ALINITY I STAT HIGH SENSITIVE TROPONIN I CALIBRATOR - 8P13.01,REAGEN,ST_IMUNO,Persediaan,KIT,KIT
1130309748,ALINITY I STAT HIGH SENSITIVE TROPONIN I CONTROL - 8P13.010,REAGEN,ST_IMUNO,Persediaan,KIT,KIT
1139800992,SPUIT 10 CC ( BD ) - 309643,SUPPLIES,ST_CLK,Persediaan,PCS,BOX
1130208995,"ISE DILUENT GEN 2  , 2 X 2 LITER - 04880480190",ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1130208996,"ISE INTERNAL STANDART GEN 2 , 2 X 2 LITER - 04880455190",ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1130208997,ISE REFERENCE ELECTROLYTE 500 ML - 10820652216,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130309985,DET TB LAM Ag 25 T - 7D2741,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1139902163,ORDNER F4 - TOYO ( 351 ),ATK,ST_RTU,Inventaris,PCS,PCS
1130209002,TOTAL PROTEIN STANDART 1 X 3 ML  ( CALIBRATOR )  - DIALAB,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130209003,ALBUMIN STANDART 1 X 3 ML ( CALIBRATOR ) - DIALAB ,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130600065,HEXIOL ®  350 mg - 50 ML ,ST_RADIO,ST_CR,Persediaan,BOTOL,BOTOL
1130209005,COBAS SAMPLE CLEANER 2 - COBAS C ( 12 X 68 ML ) - 5958024190,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1139800998,LUER ADAPTER 20 G - 450070  - GREINER BIO ONE,SUPPLIES,ST_CLK,Persediaan,PCS,BOX
1130310013,IGRA - TB  CONTROL 1 ml X 3  BODITECH ( REFF.CFPO-294 ),ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139902205,SARI KACANG IJO ( ULTRA ) KEMASAN 250 ML,KONSUMSI,ST_UMUM,Inventaris,PCS,PCS
1130100199,LYSERCELL WDF 1 X 2 L - ZPPAV021787,ST_HEMA,ST_HEMA,Inventaris,BOTOL,BOTOL
1130208964,ARCH GAMMA  -  GLUTAMYL TRANFERAS 2  ( 600 T ) - 4T00.20,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130309958,ROCHE CARDIAC IQC ( COBAS ) - 4880668190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139800973,SPUIT 20 CC ,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139902117,FORMULIR DAFTAR PESERTA MCU PERUSAHAAN ,CETAKAN,ST_UMUM,Inventaris,BUKU,BUKU
1139902136,SNACK SOYJOY,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130500850,PSEUDOMONAS AERUGINOSA  ATCCA 27853  REMEL - CAT. R4607060,REAGEN,ST_MIKRO,Persediaan,LOOPS,KIT
1130208999,TECHNOPATH MULTICHEM U - 8P89.10,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130209001,CALCIUM GEN 2 COBAS C III ( 400 T ) - 5061504190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139902203,LAMPU TL LED 12  WATT,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130209027,C.F.A.S  ROCHE  ( 12 X 3 ML ) - 10759350190,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1130310017,VIROCLEAR ( 1 X 5 ML ) - CAT 00106,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130310018,ASSAYED VIROTROL I - F ( 1 X 5 ML ) - CAT 00110A,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130500858,ESCHERICIHIA COLI 0157 LATEX TEST CAT. DR06020 M - OXOID,REAGEN,ST_MIKRO,Persediaan,KIT,KIT
1130500859,NX BACTERIAL DNA KIT - GENOLUTION,REAGEN,ST_MD,Persediaan,TEST,KIT
1130500860,"SMARTCHECK STI TEST KIT, 1 TEST / TEST CHIP - GENESYSTEM - KOREA",REAGEN,ST_MD,Persediaan,TEST,KIT
1139801014,PIPETTE TIP FILTER  200 uL -  LOW RETENTION CLEAR RACKED STERILE - PEKYBIO,REAGEN,ST_MD,Persediaan,PCS,PACK
1139801015,"EASY LOCK MICROTUBE 1,5 ML CONICAL IN PP ( 25053 ) - FL MEDICAL ITALY",REAGEN,ST_MD,Persediaan,PCS,PACK
1139801016,PIPETTE TIP 10 uL FILTER EXTENDED LOW RETENTION CLEAR RACKED STERILE - PEKYBIO,SUPPLIES,ST_MD,Persediaan,PCS,PACK
1130500845,CAT GRAM R2 (LUGOL ) 100 ML  KODE :GRMON -  ONE CARE,REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130500844,CAT GRAM R1 ( GENTIAN VIOLET ) 100 ML  KODE : 10000026A -  ONE CARE,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130500846,CAT GRAM R3  ( FUCHSIN  ) 100 ML  KODE :GRAM  -  ONE CARE,REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130309966,ELECSYS TESTOSTERON G2- E2G ( 300 V2 ) - 8946370190,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130208979,ALINITY C TRIGLYCERIDE  2 REAGENT KIT ( 1400 T ) - 4U06.20,ST_KIMIA,ST_KIMIA,Persediaan,KIT,KIT
1130309974,ELECSYS PRE CLEAN M G2 2 X 2 L ELECSYS E2 G - 6908853214,ST_IMMUN,ST_IMUNO,Inventaris,BOTOL,BOX
1139902145,ANTI BAU - PENGHILANG BAU  ( LEMARI PAKAIAN ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1130208990,COBAS RF II - 400 T C 503 - 8058628190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130208991,"CELL WASH SOLUTION I / NAOH-D 2 X 1,8 LTR - 4880285214",ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1130208993,PRECI CTRL CLIN CHEM MULTI 1  - 5117003190,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1130208994,PRECI CTRL CLIN CHEM MULTI 2  - 5117216190,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,KIT
1139902151,BINDER CLIP 280,ST_ADMIN,ST_UMUM,Inventaris,PAK,PAK
1139800995,STRIP GULA / SAFE ACCU - SINOHEART  ( ISI 50 STRIP / BOX  ),SUPPLIES,ST_CLK,Persediaan,BOX,BOX
PERL-OPERASIONAL4,PERALATAN OPERASIONAL CAT4,FIXASSET,FA-OPER3,Asset,UNIT,UNIT
PERL-OPERASIONAL5,PERALATAN OPERASIONAL CAT5,FIXASSET,FA-OPER3,Asset,UNIT,UNIT
1139902206,PLASTIK KLIP 8 X 12,KONSUMSI,ST_UMUM,Inventaris,PAK,PAK
1139902208,HANDUK POLOS - 30 X 70,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130500747,MANNITOLT SALT AGAR ( MSA )  OXOID - CM0085 B,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130309860,COBAS CRP GEN 4  ( 250 TEST ) - 7876033190,ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1130309861,ELECSYS ANTI - SARS COV 2 CALSET - 9289291190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130500808,TAQPATH COVID 19 PR PCR COMBO KIT,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
